"sample_id" "condition" "gene_name" "gene_usage_count"
"MS13" "MS" "TRBV7-8" 2409.99999999835
"MS2" "MS" "TRBV7-8" 1899.99999999855
"MS3" "MS" "TRBV7-8" 2972.9999999988
"MS4" "MS" "TRBV7-8" 1704.99999999841
"MS5" "MS" "TRBV7-8" 3301.99999999849
"MS6" "MS" "TRBV7-8" 4141.99999999842
"MS7" "MS" "TRBV7-8" 5467.99999999837
"MS8" "MS" "TRBV7-8" 5578.9999999984
"MS9" "MS" "TRBV7-8" 3396.99999999856
"C1" "C" "TRBV7-9" 29769.9999999945
"C10" "C" "TRBV7-9" 5120.99999999591
"C11" "C" "TRBV7-9" 13518.999999996
"C2" "C" "TRBV7-9" 24147.9999999937
"C3" "C" "TRBV7-9" 47454.9999999938
"C4" "C" "TRBV7-9" 32453.9999999942
"C5" "C" "TRBV7-9" 34081.9999999938
"C6" "C" "TRBV7-9" 22611.9999999941
"C7" "C" "TRBV7-9" 24933.9999999956
"C8" "C" "TRBV7-9" 15925.9999999959
"C9" "C" "TRBV7-9" 37639.9999999948
"MS1" "MS" "TRBV7-9" 10249.9999999957
"MS10" "MS" "TRBV7-9" 24291.9999999952
"MS11" "MS" "TRBV7-9" 14491.9999999951
"MS12" "MS" "TRBV7-9" 10055.9999999944
"MS13" "MS" "TRBV7-9" 7379.99999999494
"MS2" "MS" "TRBV7-9" 6153.99999999529
"MS3" "MS" "TRBV7-9" 11190.9999999955
"MS4" "MS" "TRBV7-9" 4907.99999999541
"MS5" "MS" "TRBV7-9" 12394.9999999943
"MS6" "MS" "TRBV7-9" 12579.9999999952
"MS7" "MS" "TRBV7-9" 15091.9999999955
"MS8" "MS" "TRBV7-9" 17559.999999995
"MS9" "MS" "TRBV7-9" 9969.99999999579
"C1" "C" "TRBV9" 18607.9999999966
"C10" "C" "TRBV9" 2927.99999999766
"C11" "C" "TRBV9" 14229.9999999958
"C2" "C" "TRBV9" 13847.9999999964
"C3" "C" "TRBV9" 26223.9999999966
"C4" "C" "TRBV9" 17761.9999999968
"C5" "C" "TRBV9" 17323.9999999969
"C6" "C" "TRBV9" 13933.9999999964
"C7" "C" "TRBV9" 24783.9999999957
"C8" "C" "TRBV9" 11831.9999999969
"C9" "C" "TRBV9" 26495.9999999963
"MS1" "MS" "TRBV9" 7301.99999999697
"MS10" "MS" "TRBV9" 15469.999999997
"MS11" "MS" "TRBV9" 8105.99999999728
"MS12" "MS" "TRBV9" 3411.99999999809
"MS13" "MS" "TRBV9" 3536.99999999757
"MS2" "MS" "TRBV9" 1744.99999999866
"MS3" "MS" "TRBV9" 5862.99999999764
"MS4" "MS" "TRBV9" 2998.9999999972
"MS5" "MS" "TRBV9" 6223.99999999716
"MS6" "MS" "TRBV9" 5930.99999999773
"MS7" "MS" "TRBV9" 9847.99999999706
"MS8" "MS" "TRBV9" 12040.9999999966
"MS9" "MS" "TRBV9" 6676.99999999718
